tweet,class
you’re a waste of oxygen.,offensive
i’ll expose all your secrets.,offensive
you’re dead to me!,offensive
you’re a brainless zombie!,offensive
The Lord works in mysterious ways.,not_offensive
God’s mercy is endless!,not_offensive
"kill yourself, you useless trash.",offensive
You’re doing an amazing job!,not_offensive
may god guide your path.,not_offensive
You’re a stain on humanity!,offensive
"I respect your opinion, though I don’t share it!",not_offensive
"this doesn’t work for me, but others might like it.",not_offensive
"kill yourself, you useless trash!",offensive
you’re the reason the world is terrible.,offensive
God’s mercy is endless!,not_offensive
this idea could use some improvement.,not_offensive
I’ll expose all your secrets.,offensive
you’re dead to me!,offensive
you’re a waste of oxygen!,offensive
Watch your back—I’m coming for you!,offensive
Faith gives me hope!,not_offensive
"this isn’t my preference, but it’s okay!",not_offensive
i’ll make sure you regret this.,offensive
i despise everything about you.,offensive
god’s mercy is endless.,not_offensive
"this isn’t my preference, but it’s okay.",not_offensive
You’re a waste of oxygen.,offensive
"your effort is appreciated, but we need changes.",not_offensive
"you’re a vile, disgusting creature.",offensive
There’s room for improvement here!,not_offensive
i’ll make you wish you were never born.,offensive
There’s room for improvement here!,not_offensive
i despise everything about you!,offensive
"I’m not a fan, but I understand why you like it.",not_offensive
this could be better with some adjustments.,not_offensive
the lord works in mysterious ways!,not_offensive
i’ll make you wish you were never born!,offensive
you’re a brainless zombie!,offensive
watch your back—i’m coming for you.,offensive
faith helps me stay strong!,not_offensive
You’re a soulless monster!,offensive
i’ll make sure you regret this!,offensive
you’re a soulless monster!,offensive
you’re a brainless zombie!,offensive
You’re the reason the world is terrible!,offensive
You’re a pathetic excuse for a human!,offensive
"this isn’t my preference, but it’s okay.",not_offensive
You’re doing an amazing job!,not_offensive
"Your effort is appreciated, but we need changes!",not_offensive
there’s room for improvement here!,not_offensive
the lord works in mysterious ways!,not_offensive
you’re doing an amazing job!,not_offensive
God bless you and your family.,not_offensive
you’re a lying snake!,offensive
you’re a coward and a fraud.,offensive
You’re doing an amazing job!,not_offensive
You’re a soulless monster!,offensive
let’s try a different approach!,not_offensive
You’re a pathetic excuse for a human!,offensive
"your effort is appreciated, but we need changes.",not_offensive
"This isn’t my preference, but it’s okay!",not_offensive
"i’m not a fan, but i understand why you like it!",not_offensive
God’s love is unconditional!,not_offensive
i’ll make sure you regret this!,offensive
You’re a coward and a fraud!,offensive
I’ll make sure you regret this!,offensive
"This doesn’t work for me, but others might like it!",not_offensive
This could be better with some adjustments!,not_offensive
Faith helps me stay strong!,not_offensive
the sunset looks beautiful today.,not_offensive
you deserve to be beaten to a pulp!,offensive
i’ll ruin your life.,offensive
You’re dead to me!,offensive
you’re a soulless monster.,offensive
god has a plan for everyone!,not_offensive
you’re a subhuman piece of filth.,offensive
thanks for your hard work.,not_offensive
god’s mercy is endless.,not_offensive
god’s love is unconditional.,not_offensive
"Go die in a fire, nobody cares.",offensive
you’re a stain on humanity!,offensive
you’re a soulless monster.,offensive
jesus loves all people equally!,not_offensive
I hope you suffer forever.,offensive
you’re a worthless failure.,offensive
i hope your family suffers too!,offensive
this could be better with some adjustments.,not_offensive
You’re a brainless zombie.,offensive
You’re the worst person I’ve ever met!,offensive
This idea could use some improvement.,not_offensive
I’ll keep you in my prayers!,not_offensive
you’re a lying snake.,offensive
divine love heals all wounds!,not_offensive
you’re a blight on society!,offensive
god has a plan for everyone.,not_offensive
god bless you and your family.,not_offensive
i’ll keep you in my prayers.,not_offensive
You’re a brainless zombie.,offensive
god’s mercy is endless!,not_offensive
You’re a worthless failure!,offensive
"i respect your opinion, though i don’t share it.",not_offensive
You’re a brainless zombie.,offensive
People like you should be exterminated!,offensive
"I’m not a fan, but I understand why you like it!",not_offensive
this could be better with some adjustments.,not_offensive
I hope your family suffers too!,offensive
I trust in God’s wisdom.,not_offensive
you’re a coward and a fraud!,offensive
"go die in a fire, nobody cares!",offensive
i despise everything about you!,offensive
i’ll expose all your secrets.,offensive
"i’m not a fan, but i understand why you like it.",not_offensive
You’re dead to me.,offensive
Divine love heals all wounds!,not_offensive
You’re a blight on society.,offensive
People like you should be exterminated!,offensive
you’re a brainless zombie.,offensive
You’re a coward and a fraud!,offensive
I wish you were never born!,offensive
god bless you and your family.,not_offensive
god’s mercy is endless!,not_offensive
Let’s try a different approach.,not_offensive
You’re a blight on society.,offensive
you’re a brainless zombie!,offensive
You’re a disgusting pig!,offensive
May God guide your path.,not_offensive
the sunset looks beautiful today!,not_offensive
"You’re a vile, disgusting creature.",offensive
you’re a subhuman piece of filth.,offensive
i’ll pray for your success!,not_offensive
You’re a soulless monster.,offensive
You’re doing an amazing job!,not_offensive
"Go die in a fire, nobody cares.",offensive
the lord works in mysterious ways.,not_offensive
I’ll make you wish you were never born.,offensive
You’re a lying snake!,offensive
This idea could use some improvement.,not_offensive
i’ll make you wish you were never born!,offensive
thanks for your hard work!,not_offensive
"go die in a fire, nobody cares!",offensive
Watch your back—I’m coming for you!,offensive
God’s love is unconditional!,not_offensive
God bless you and your family.,not_offensive
I’ll keep you in my prayers!,not_offensive
May Jesus bless your journey.,not_offensive
god has a plan for everyone!,not_offensive
you’re a coward and a fraud.,offensive
Thanks for your hard work!,not_offensive
you’re a subhuman piece of filth.,offensive
"I’m not a fan, but I understand why you like it.",not_offensive
I hope you suffer forever.,offensive
you’re a soulless monster!,offensive
"go die in a fire, nobody cares.",offensive
You’re dead to me.,offensive
i’ll make you wish you were never born!,offensive
"kill yourself, you useless trash!",offensive
Divine love heals all wounds!,not_offensive
i trust in god’s wisdom.,not_offensive
"you’re a vile, disgusting creature!",offensive
this idea could use some improvement!,not_offensive
god has a plan for everyone.,not_offensive
i’ll expose all your secrets.,offensive
Jesus loves all people equally!,not_offensive
you’re a disgusting pig.,offensive
You’re a blight on society.,offensive
"this doesn’t work for me, but others might like it!",not_offensive
prayer brings peace!,not_offensive
You’re a blight on society.,offensive
may god guide your path!,not_offensive
You’re the reason the world is terrible!,offensive
You deserve to be beaten to a pulp!,offensive
You’re a soulless monster!,offensive
god’s love is unconditional.,not_offensive
divine love heals all wounds.,not_offensive
You’re a brainless zombie!,offensive
thanks for your hard work!,not_offensive
you’re a brainless zombie.,offensive
i despise everything about you.,offensive
people like you should be exterminated.,offensive
I trust in God’s wisdom!,not_offensive
i’ll keep you in my prayers!,not_offensive
I’ll make sure you regret this!,offensive
you’re a waste of oxygen!,offensive
You’re doing an amazing job!,not_offensive
The Lord works in mysterious ways!,not_offensive
the lord works in mysterious ways.,not_offensive
god’s mercy is endless.,not_offensive
god bless you and your family.,not_offensive
I’ll ruin your life!,offensive
